state,transaction_year,quater,districts,transaction_count,transaction_amount
chhattisgarh,2020,2,raipur,4506567,8132937028
chhattisgarh,2020,2,durg,2269659,3224351700
chhattisgarh,2020,2,bilaspur,1317592,2187204544
chhattisgarh,2020,2,janjgir champa,1248433,2013421604
chhattisgarh,2020,2,raigarh,1086995,1795114178
chhattisgarh,2020,2,korba,944646,1508035673
chhattisgarh,2020,2,rajnandgaon,673472,1115085386
chhattisgarh,2020,2,baloda bazar,633348,1023037088
chhattisgarh,2020,2,mahasamund,554707,987188501
chhattisgarh,2020,2,surguja,533916,943051720.6
chhattisgarh,2020,2,Raipur,1526874,3719446962
chhattisgarh,2020,2,Raipur,665755,987107410.4
chhattisgarh,2020,2,Bilaspur(CGH),482770,870871061.1
chhattisgarh,2020,2,Surguja,370519,689109946.7
chhattisgarh,2020,2,Durg,334853,495992326.8
chhattisgarh,2020,2,Durg,326027,441538660.6
chhattisgarh,2020,2,Bastar,294320,679782295
chhattisgarh,2020,2,Durg,288259,369452351.5
chhattisgarh,2020,2,Janjgir-champa,279210,441653885.6
chhattisgarh,2020,2,Rajnandgaon,260856,436309146.2
chhattisgarh,2020,1,raipur,7165357,12890786407
chhattisgarh,2020,1,durg,2720717,3703033692
chhattisgarh,2020,1,bilaspur,1626602,2606579320
chhattisgarh,2020,1,janjgir champa,931656,1488048447
chhattisgarh,2020,1,raigarh,853049,1441862103
chhattisgarh,2020,1,korba,718120,1166839868
chhattisgarh,2020,1,rajnandgaon,530737,829638269.6
chhattisgarh,2020,1,surguja,471783,825221523.2
chhattisgarh,2020,1,baloda bazar,458451,758990785.3
chhattisgarh,2020,1,mahasamund,395381,712257295.6
chhattisgarh,2020,1,Raipur,3832879,8107114729
chhattisgarh,2020,1,Raipur,956201,1259565577
chhattisgarh,2020,1,Bilaspur(CGH),830780,1380940470
chhattisgarh,2020,1,Durg,504114,1009093412
chhattisgarh,2020,1,Durg,401375,464581082
chhattisgarh,2020,1,Durg,372373,490344007.8
chhattisgarh,2020,1,Raipur,344194,504441994.4
chhattisgarh,2020,1,Surguja,342443,623011907.8
chhattisgarh,2020,1,Durg,337068,361375163.2
chhattisgarh,2020,1,Rajnandgaon,242895,389726036.1
chhattisgarh,2022,3,raipur,40322093,55869046982
chhattisgarh,2022,3,durg,40201479,51553772130
chhattisgarh,2022,3,bilaspur,13659373,17597668488
chhattisgarh,2022,3,raigarh,7689276,10922658446
chhattisgarh,2022,3,korba,6608931,8648711541
chhattisgarh,2022,3,janjgir champa,6191246,8376914110
chhattisgarh,2022,3,rajnandgaon,4236901,6526559476
chhattisgarh,2022,3,baloda bazar,3792643,5461550646
chhattisgarh,2022,3,surguja,3762924,5443547309
chhattisgarh,2022,3,mahasamund,3300018,5221786625
chhattisgarh,2022,3,Durg,27709655,34710838373
chhattisgarh,2022,3,Raipur,18534055,24688727453
chhattisgarh,2022,3,Bilaspur(CGH),7363455,9209001745
chhattisgarh,2022,3,Raipur,5867095,8079859407
chhattisgarh,2022,3,Surguja,3136275,4516205218
chhattisgarh,2022,3,Durg,2646597,3636063295
chhattisgarh,2022,3,Raigarh,2585964,3726179906
chhattisgarh,2022,3,Durg,2229725,2939210017
chhattisgarh,2022,3,Durg,2010684,2697551621
chhattisgarh,2022,3,Rajnandgaon,1999983,3010066819
chhattisgarh,2022,4,durg,48523671,64247502275
chhattisgarh,2022,4,raipur,38862259,55662404886
chhattisgarh,2022,4,bilaspur,16252139,21208051820
chhattisgarh,2022,4,raigarh,8475730,11974795199
chhattisgarh,2022,4,korba,7598691,9998923127
chhattisgarh,2022,4,janjgir champa,7194881,9873971005
chhattisgarh,2022,4,rajnandgaon,6195224,9255085938
chhattisgarh,2022,4,baloda bazar,4723545,7027700031
chhattisgarh,2022,4,surguja,4530080,6525605230
chhattisgarh,2022,4,mahasamund,3890208,6294827910
chhattisgarh,2022,4,Durg,30367292,39832838088
chhattisgarh,2022,4,Raipur,14547843,20802250142
chhattisgarh,2022,4,Bilaspur(CGH),8943347,11284431848
chhattisgarh,2022,4,Durg,7147574,9554105321
chhattisgarh,2022,4,Raipur,6598984,9056995538
chhattisgarh,2022,4,Surguja,3746038,5374539444
chhattisgarh,2022,4,Rajnandgaon,2530455,3800881017
chhattisgarh,2022,4,Raigarh,2431930,3586810454
chhattisgarh,2022,4,Durg,2275958,3067299957
chhattisgarh,2022,4,Bastar,2186179,3377164484
chhattisgarh,2022,2,raipur,31131873,46778811057
chhattisgarh,2022,2,durg,13554254,19339415904
chhattisgarh,2022,2,bilaspur,11026765,15470182616
chhattisgarh,2022,2,raigarh,6953143,10866819292
chhattisgarh,2022,2,korba,6482877,9217368564
chhattisgarh,2022,2,janjgir champa,6418156,9565720454
chhattisgarh,2022,2,rajnandgaon,4284921,7037763266
chhattisgarh,2022,2,surguja,3814390,6107066838
chhattisgarh,2022,2,baloda bazar,3518514,5665773485
chhattisgarh,2022,2,mahasamund,3288014,5542158574
chhattisgarh,2022,2,Raipur,10025789,14968791943
chhattisgarh,2022,2,Raipur,5744280,8305059645
chhattisgarh,2022,2,Bilaspur(CGH),5047637,6711325494
chhattisgarh,2022,2,Surguja,3135705,4960730023
chhattisgarh,2022,2,Durg,2225450,3310540189
chhattisgarh,2022,2,Rajnandgaon,2038818,3271780606
chhattisgarh,2022,2,Durg,2019053,2822637782
chhattisgarh,2022,2,Raigarh,1915479,3114215341
chhattisgarh,2022,2,Korba,1858110,2704576939
chhattisgarh,2022,2,Bastar,1760773,3011347187
chhattisgarh,2022,1,raipur,25836062,39990361269
chhattisgarh,2022,1,durg,11345594,16423362101
chhattisgarh,2022,1,bilaspur,9081044,13169861328
chhattisgarh,2022,1,raigarh,5959088,9885641555
chhattisgarh,2022,1,korba,5626866,8306489271
chhattisgarh,2022,1,janjgir champa,5495226,8737068868
chhattisgarh,2022,1,rajnandgaon,3505850,6015130525
chhattisgarh,2022,1,surguja,3182242,5281342197
chhattisgarh,2022,1,baloda bazar,2925957,5025353758
chhattisgarh,2022,1,mahasamund,2788159,5020017743
chhattisgarh,2022,1,Raipur,8604266,13265608315
chhattisgarh,2022,1,Raipur,4654685,6852734646
chhattisgarh,2022,1,Bilaspur(CGH),4183815,5693220430
chhattisgarh,2022,1,Surguja,2608953,4270065647
chhattisgarh,2022,1,Durg,1854312,2829231024
chhattisgarh,2022,1,Durg,1719478,2432156635
chhattisgarh,2022,1,Rajnandgaon,1691392,2775775912
chhattisgarh,2022,1,Raigarh,1601573,2711974014
chhattisgarh,2022,1,Korba,1580837,2356394521
chhattisgarh,2022,1,Durg,1506932,1842102093
chhattisgarh,2019,3,raipur,3977297,6485603479
chhattisgarh,2019,3,durg,2023250,2714043340
chhattisgarh,2019,3,bilaspur,998165,1661024493
chhattisgarh,2019,3,janjgir champa,796397,1162313123
chhattisgarh,2019,3,raigarh,551609,927881426.8
chhattisgarh,2019,3,korba,423953,720041271.9
chhattisgarh,2019,3,rajnandgaon,347908,543905597
chhattisgarh,2019,3,surguja,293050,535846373.9
chhattisgarh,2019,3,baloda bazar,290500,476320269.7
chhattisgarh,2019,3,mahasamund,245614,451812545.5
chhattisgarh,2019,3,Raipur,1843301,3497211747
chhattisgarh,2019,3,Raipur,647392,854437718.1
chhattisgarh,2019,3,Bilaspur(CGH),555240,968932649.1
chhattisgarh,2019,3,Durg,519819,994202021.3
chhattisgarh,2019,3,Janjgir-champa,364424,510093480
chhattisgarh,2019,3,Durg,278822,302000378.8
chhattisgarh,2019,3,Durg,244725,310844736.4
chhattisgarh,2019,3,Durg,223964,246325822.4
chhattisgarh,2019,3,Surguja,208548,397488530.3
chhattisgarh,2019,3,Rajnandgaon,156934,251078719
chhattisgarh,2019,4,raipur,5644383,9527539916
chhattisgarh,2019,4,durg,2628735,3617557460
chhattisgarh,2019,4,bilaspur,1367178,2176560886
chhattisgarh,2019,4,janjgir champa,869528,1362422000
chhattisgarh,2019,4,raigarh,727666,1244726771
chhattisgarh,2019,4,korba,579614,1007648572
chhattisgarh,2019,4,rajnandgaon,445558,711713323.6
chhattisgarh,2019,4,surguja,398053,730934546.7
chhattisgarh,2019,4,baloda bazar,372076,645723475.1
chhattisgarh,2019,4,mahasamund,320354,610936099.5
chhattisgarh,2019,4,Raipur,2807708,5488409198
chhattisgarh,2019,4,Raipur,860606,1146893927
chhattisgarh,2019,4,Bilaspur(CGH),744037,1242953011
chhattisgarh,2019,4,Durg,625389,1224429623
chhattisgarh,2019,4,Durg,365008,417706249.4
chhattisgarh,2019,4,Durg,332368,437683717.5
chhattisgarh,2019,4,Durg,310223,333508672.8
chhattisgarh,2019,4,Janjgir-champa,298957,445247632
chhattisgarh,2019,4,Surguja,291141,553342861.8
chhattisgarh,2019,4,Raipur,220747,267136024.8
chhattisgarh,2019,2,raipur,3068366,5288462569
chhattisgarh,2019,2,durg,1547551,2380514730
chhattisgarh,2019,2,bilaspur,845039,1454675924
chhattisgarh,2019,2,janjgir champa,559574,924458855.5
chhattisgarh,2019,2,raigarh,431031,837453321.4
chhattisgarh,2019,2,korba,333692,647738439.6
chhattisgarh,2019,2,rajnandgaon,254329,483937834.9
chhattisgarh,2019,2,baloda bazar,221143,425860968.6
chhattisgarh,2019,2,surguja,217707,486013730.9
chhattisgarh,2019,2,mahasamund,186376,391467746.3
chhattisgarh,2019,2,Raipur,1670111,2947453940
chhattisgarh,2019,2,Durg,612041,1045938048
chhattisgarh,2019,2,Bilaspur(CGH),499757,855635645.7
chhattisgarh,2019,2,Raipur,404088,643667595.6
chhattisgarh,2019,2,Janjgir-champa,212777,342215249
chhattisgarh,2019,2,Durg,175241,234313994.6
chhattisgarh,2019,2,Durg,154424,237907702.3
chhattisgarh,2019,2,Surguja,152840,345212779.2
chhattisgarh,2019,2,Durg,136496,189344640.5
chhattisgarh,2019,2,Raigarh,118494,268521769.2
chhattisgarh,2019,1,raipur,1847370,2956050312
chhattisgarh,2019,1,durg,1008156,1453318462
chhattisgarh,2019,1,janjgir champa,772956,1002709901
chhattisgarh,2019,1,bilaspur,760633,1049002077
chhattisgarh,2019,1,raigarh,487271,806661077.7
chhattisgarh,2019,1,korba,372554,577233813.8
chhattisgarh,2019,1,rajnandgaon,247733,400107405.4
chhattisgarh,2019,1,baloda bazar,241579,389323840.8
chhattisgarh,2019,1,surguja,227723,429088362
chhattisgarh,2019,1,mahasamund,195292,369728146.2
chhattisgarh,2019,1,Raipur,593305,948729929.1
chhattisgarh,2019,1,Bilaspur(CGH),365476,515190518.8
chhattisgarh,2019,1,Janjgir-champa,353962,459656921
chhattisgarh,2019,1,Raipur,334090,549948646.4
chhattisgarh,2019,1,Durg,235910,346520977.1
chhattisgarh,2019,1,Surguja,159422,296908563.7
chhattisgarh,2019,1,Durg,138517,209804611.8
chhattisgarh,2019,1,Raigarh,133169,254307861.3
chhattisgarh,2019,1,Durg,126654,182216344.1
chhattisgarh,2019,1,Durg,114945,153267056.7
jharkhand,2018,3,dhanbad,2064271,1383326535
jharkhand,2018,3,bokaro,1606672,1103642101
jharkhand,2018,3,ranchi,1040485,1373309866
jharkhand,2018,3,east singhbhum,716556,825516934
jharkhand,2018,3,hazaribagh,542701,663718370.7
jharkhand,2018,3,giridih,334079,457115389.4
jharkhand,2018,3,saraikela kharsawan,290800,265695487.7
jharkhand,2018,3,ramgarh,264474,310366602.6
jharkhand,2018,3,palamu,166304,405648506.5
jharkhand,2018,3,deoghar,152113,198908051.9
jharkhand,2018,3,Ranchi,395656,455441043
jharkhand,2018,3,Dhanbad,343834,174757494
jharkhand,2018,3,Bokaro,339697,232947799.1
jharkhand,2018,3,Dhanbad,227981,204300707.8
jharkhand,2018,3,Hazaribag,198024,140638091.4
jharkhand,2018,3,Bokaro,174628,93017517.88
jharkhand,2018,3,Dhanbad,153911,92687765.63
jharkhand,2018,3,Bokaro,112944,58386877.32
jharkhand,2018,3,East Singhbhum,108386,161258189.7
jharkhand,2018,3,Dhanbad,104108,86532069.65
jharkhand,2018,4,dhanbad,1062585,1128043528
jharkhand,2018,4,ranchi,997887,1817673936
jharkhand,2018,4,bokaro,798913,898225421.3
jharkhand,2018,4,east singhbhum,616640,990453488.2
jharkhand,2018,4,hazaribagh,454790,843013094.1
jharkhand,2018,4,giridih,364032,575695972
jharkhand,2018,4,ramgarh,245189,412829670.9
jharkhand,2018,4,saraikela kharsawan,242853,296733243.2
jharkhand,2018,4,palamu,234378,620094977.6
jharkhand,2018,4,deoghar,152383,236116834
jharkhand,2018,4,Ranchi,348349,549885848.9
jharkhand,2018,4,Bokaro,182737,188617481.4
jharkhand,2018,4,Dhanbad,150456,202947498.4
jharkhand,2018,4,Hazaribag,115376,123262669.9
jharkhand,2018,4,East Singhbhum,107187,206580252.3
jharkhand,2018,4,Seraikela-kharsawan,86856,111635732.5
jharkhand,2018,4,Dhanbad,83548,68450884.27
jharkhand,2018,4,Dhanbad,77061,50307891.25
jharkhand,2018,4,Dhanbad,75018,101221881.5
jharkhand,2018,4,East Singhbhum,64105,87797012.45
jharkhand,2018,2,dhanbad,520547,503649314.1
jharkhand,2018,2,ranchi,501072,820976014.2
jharkhand,2018,2,bokaro,396119,398722259
jharkhand,2018,2,east singhbhum,323829,467008622.3
jharkhand,2018,2,hazaribagh,214298,371520189.3
jharkhand,2018,2,giridih,172783,267172044.9
jharkhand,2018,2,palamu,131021,325976624.8
jharkhand,2018,2,ramgarh,120655,173725384
jharkhand,2018,2,saraikela kharsawan,117686,128312051.6
jharkhand,2018,2,deoghar,96438,148363954.8
jharkhand,2018,2,Ranchi,165051,252503106.8
jharkhand,2018,2,Bokaro,91101,90206110.85
jharkhand,2018,2,Dhanbad,75893,96043640.68
jharkhand,2018,2,East Singhbhum,57314,102812131
jharkhand,2018,2,Hazaribag,53527,57632759.87
jharkhand,2018,2,Dhanbad,43196,25377129.55
jharkhand,2018,2,Seraikela-kharsawan,42659,49798833.03
jharkhand,2018,2,Dhanbad,36324,31048880.4
jharkhand,2018,2,Dhanbad,35288,45588464.74
jharkhand,2018,2,Ranchi,34715,69658980.4
jharkhand,2018,1,ranchi,356622,434234048.5
jharkhand,2018,1,dhanbad,340878,271973005.3
jharkhand,2018,1,bokaro,263441,210067688.8
jharkhand,2018,1,east singhbhum,220276,257229540.7
jharkhand,2018,1,hazaribagh,150709,171297280.2
jharkhand,2018,1,giridih,131905,131409945.9
jharkhand,2018,1,ramgarh,97459,85844869.66
jharkhand,2018,1,palamu,84608,128141542.3
jharkhand,2018,1,saraikela kharsawan,83449,74573902.82
jharkhand,2018,1,deoghar,70058,91100585.74
jharkhand,2018,1,Ranchi,125360,139139278.1
jharkhand,2018,1,Bokaro,57546,48537151.99
jharkhand,2018,1,Dhanbad,49432,53720435.5
jharkhand,2018,1,East Singhbhum,41125,62441806.85
jharkhand,2018,1,Hazaribag,34352,25656383.66
jharkhand,2018,1,Dhanbad,29268,29084485.74
jharkhand,2018,1,Seraikela-kharsawan,27730,26303114.34
jharkhand,2018,1,Ranchi,24215,35724855.86
jharkhand,2018,1,Hazaribag,23465,25454967.29
jharkhand,2018,1,Koderma,23439,27804497.68
jharkhand,2021,3,ranchi,18164412,29840666998
jharkhand,2021,3,dhanbad,7087770,10358661169
jharkhand,2021,3,bokaro,6784128,8909127705
jharkhand,2021,3,east singhbhum,6664581,9865148330
jharkhand,2021,3,hazaribagh,5890582,10260697900
jharkhand,2021,3,giridih,4225858,7817410904
jharkhand,2021,3,palamu,3314946,7464641802
jharkhand,2021,3,ramgarh,2997440,4729136754
jharkhand,2021,3,koderma,1915108,3791284439
jharkhand,2021,3,saraikela kharsawan,1902736,2794551681
jharkhand,2021,3,Ranchi,7423091,13117507684
jharkhand,2021,3,Ranchi,3381709,4717456145
jharkhand,2021,3,Dhanbad,1414105,2247323731
jharkhand,2021,3,East Singhbhum,1382496,2091289955
jharkhand,2021,3,Bokaro,1336768,1833813010
jharkhand,2021,3,Giridh,1283250,2333920803
jharkhand,2021,3,Hazaribag,1123232,1327093234
jharkhand,2021,3,Hazaribag,1051945,1876646783
jharkhand,2021,3,Ranchi,780716,1049732216
jharkhand,2021,3,Koderma,776797,1485598647
jharkhand,2021,4,ranchi,24545152,39912526848
jharkhand,2021,4,dhanbad,9479444,14274464382
jharkhand,2021,4,bokaro,9299800,12121069536
jharkhand,2021,4,east singhbhum,8580079,12866334499
jharkhand,2021,4,hazaribagh,7977180,13886616619
jharkhand,2021,4,giridih,5962192,11092190597
jharkhand,2021,4,palamu,4766385,10484190182
jharkhand,2021,4,ramgarh,3983583,6432497430
jharkhand,2021,4,koderma,2621669,5203974985
jharkhand,2021,4,saraikela kharsawan,2464688,3572566247
jharkhand,2021,4,Ranchi,9752077,17148684728
jharkhand,2021,4,Ranchi,4806102,6482492761
jharkhand,2021,4,Bokaro,2096382,2482980013
jharkhand,2021,4,Dhanbad,1842677,3002058860
jharkhand,2021,4,East Singhbhum,1828298,2765375815
jharkhand,2021,4,Giridh,1720563,3105668102
jharkhand,2021,4,Hazaribag,1683513,1853167073
jharkhand,2021,4,Hazaribag,1349433,2419315412
jharkhand,2021,4,Ranchi,1072422,1426796902
jharkhand,2021,4,Koderma,1050306,2005756136
jharkhand,2021,2,ranchi,12803752,24097148084
jharkhand,2021,2,dhanbad,5334482,8209158082
jharkhand,2021,2,bokaro,5268766,7412510718
jharkhand,2021,2,east singhbhum,4844508,7485477214
jharkhand,2021,2,hazaribagh,4311550,8773101233
jharkhand,2021,2,giridih,3689998,7492833865
jharkhand,2021,2,palamu,2758556,7542921519
jharkhand,2021,2,ramgarh,2288585,3877533811
jharkhand,2021,2,koderma,1572074,3471429724
jharkhand,2021,2,garhwa,1508109,4795351245
jharkhand,2021,2,Ranchi,6074624,12331306070
jharkhand,2021,2,Ranchi,1739108,2772455161
jharkhand,2021,2,Giridh,1043027,2211543591
jharkhand,2021,2,Bokaro,1023391,1478922178
jharkhand,2021,2,Dhanbad,950238,1607463910
jharkhand,2021,2,East Singhbhum,821075,1365566903
jharkhand,2021,2,Hazaribag,697579,1425981928
jharkhand,2021,2,Koderma,569309,1281410682
jharkhand,2021,2,Hazaribag,552652,860370048.3
jharkhand,2021,2,Ranchi,510917,1109504630
jharkhand,2021,1,ranchi,11611641,20516524899
jharkhand,2021,1,dhanbad,4584110,6811987883
jharkhand,2021,1,east singhbhum,4431654,6647300274
jharkhand,2021,1,bokaro,4420466,5905357346
jharkhand,2021,1,hazaribagh,3539762,6866253813
jharkhand,2021,1,giridih,2479885,5277166389
jharkhand,2021,1,palamu,2014288,5697480884
jharkhand,2021,1,ramgarh,1838015,3113016267
jharkhand,2021,1,saraikela kharsawan,1224133,1846065133
jharkhand,2021,1,garhwa,1096691,3661839156
jharkhand,2021,1,Ranchi,4748302,9528083108
jharkhand,2021,1,Ranchi,2319059,3161771465
jharkhand,2021,1,East Singhbhum,940084,1441374566
jharkhand,2021,1,Dhanbad,904199,1436946212
jharkhand,2021,1,Bokaro,829325,1162327864
jharkhand,2021,1,Giridh,778819,1646862084
jharkhand,2021,1,Hazaribag,731227,903818485
jharkhand,2021,1,Hazaribag,634626,1234786845
jharkhand,2021,1,Ranchi,497325,656495260.4
jharkhand,2021,1,Ranchi,457824,703537482.8
jharkhand,2023,2,ranchi,55131854,71798538513
jharkhand,2023,2,dhanbad,28623519,38413855098
jharkhand,2023,2,hazaribagh,25466457,38465409550
jharkhand,2023,2,bokaro,24624703,30526202563
jharkhand,2023,2,east singhbhum,23821061,30294655974
jharkhand,2023,2,giridih,18718375,28408986717
jharkhand,2023,2,palamu,18171987,30840862063
jharkhand,2023,2,ramgarh,12806601,17474298562
jharkhand,2023,2,garhwa,10814050,19635730833
jharkhand,2023,2,deoghar,9554315,13565681676
jharkhand,2023,2,Ranchi,15529072,17698037091
jharkhand,2023,2,Dhanbad,5416916,7775068568
jharkhand,2023,2,Hazaribag,5017254,5158370296
jharkhand,2023,2,Bokaro,4762751,6471572800
jharkhand,2023,2,East Singhbhum,4643072,5597163899
jharkhand,2023,2,Hazaribag,3719436,5639027294
jharkhand,2023,2,Ranchi,3651437,4701352920
jharkhand,2023,2,Garhwa,3645655,6568033698
jharkhand,2023,2,Koderma,3639244,6112628610
jharkhand,2023,2,Ranchi,3365253,3941416095
jharkhand,2023,1,ranchi,45763754,61307442040
jharkhand,2023,1,dhanbad,24716624,34527716262
jharkhand,2023,1,bokaro,21453290,27201682861
jharkhand,2023,1,hazaribagh,21228363,33995623801
jharkhand,2023,1,east singhbhum,20695978,27275071566
jharkhand,2023,1,giridih,15163904,24387875902
jharkhand,2023,1,palamu,14108801,25744336745
jharkhand,2023,1,ramgarh,10688070,15324220562
jharkhand,2023,1,garhwa,8515861,16499335691
jharkhand,2023,1,koderma,7645154,13917251391
jharkhand,2023,1,Ranchi,13240591,15389935423
jharkhand,2023,1,Dhanbad,4666803,6972308919
jharkhand,2023,1,Bokaro,4472458,5892067627
jharkhand,2023,1,Hazaribag,4302945,4525730711
jharkhand,2023,1,East Singhbhum,4093937,5089003305
jharkhand,2023,1,Hazaribag,3112543,4944644491
jharkhand,2023,1,Ranchi,3029972,4073715757
jharkhand,2023,1,Koderma,3020582,5239912616
jharkhand,2023,1,Garhwa,3008763,5680196945
jharkhand,2023,1,Ranchi,2838709,3442022031
jharkhand,2020,3,ranchi,6079407,12343755027
jharkhand,2020,3,bokaro,2914909,3873518362
jharkhand,2020,3,dhanbad,2897219,4328813600
jharkhand,2020,3,east singhbhum,2722454,4116728545
jharkhand,2020,3,hazaribagh,2043474,3943736118
jharkhand,2020,3,giridih,1577805,3133920203
jharkhand,2020,3,ramgarh,1222166,1969854247
jharkhand,2020,3,palamu,1186565,3029928180
jharkhand,2020,3,saraikela kharsawan,813102,1185068471
jharkhand,2020,3,deoghar,696852,1245632764
jharkhand,2020,3,Ranchi,2416834,6065980835
jharkhand,2020,3,Ranchi,983180,1601403833
jharkhand,2020,3,Bokaro,540348,748726348.8
jharkhand,2020,3,Dhanbad,520403,881270642
jharkhand,2020,3,East Singhbhum,481577,826910947.8
jharkhand,2020,3,Giridh,394471,1011162044
jharkhand,2020,3,Hazaribag,301516,606770076.6
jharkhand,2020,3,Hazaribag,290318,458480164.1
jharkhand,2020,3,Seraikela-kharsawan,281834,378479085.4
jharkhand,2020,3,Bokaro,259312,301153798.7
jharkhand,2020,4,ranchi,8317124,15659917254
jharkhand,2020,4,dhanbad,4393208,6659934485
jharkhand,2020,4,bokaro,4305268,5846478510
jharkhand,2020,4,east singhbhum,4179679,6186133251
jharkhand,2020,4,hazaribagh,3130010,6000420756
jharkhand,2020,4,giridih,2130742,4345307139
jharkhand,2020,4,palamu,1861344,4863829079
jharkhand,2020,4,ramgarh,1794655,3007749575
jharkhand,2020,4,saraikela kharsawan,1193402,1733160461
jharkhand,2020,4,garhwa,1066915,3132518918
jharkhand,2020,4,Ranchi,2410765,5645319200
jharkhand,2020,4,Ranchi,1798286,2751705022
jharkhand,2020,4,Dhanbad,817105,1346441115
jharkhand,2020,4,Bokaro,804258,1143259431
jharkhand,2020,4,East Singhbhum,794413,1237733867
jharkhand,2020,4,Hazaribag,541108,760454234.6
jharkhand,2020,4,Hazaribag,505448,1000441086
jharkhand,2020,4,Giridh,443855,1062439336
jharkhand,2020,4,Ranchi,417308,619131947.6
jharkhand,2020,4,Seraikela-kharsawan,416258,557397266.4
jharkhand,2020,2,ranchi,4656822,10380666522
jharkhand,2020,2,dhanbad,2069288,2849779827
jharkhand,2020,2,bokaro,2042748,2612705535
jharkhand,2020,2,east singhbhum,1939867,2840155684
jharkhand,2020,2,hazaribagh,1409834,2588140607
jharkhand,2020,2,giridih,1094408,1886588905
jharkhand,2020,2,palamu,977293,2564725762
jharkhand,2020,2,ramgarh,881527,1300903967
jharkhand,2020,2,garhwa,599059,1748704415
jharkhand,2020,2,saraikela kharsawan,587527,766916078.3
jharkhand,2020,2,Ranchi,2306485,6739752467
jharkhand,2020,2,Ranchi,525562,772689621.5
jharkhand,2020,2,Bokaro,371039,462524629.7
jharkhand,2020,2,Dhanbad,348835,569802743.4
jharkhand,2020,2,East Singhbhum,344476,720196541.1
jharkhand,2020,2,Seraikela-kharsawan,195125,230043241.7
jharkhand,2020,2,Garhwa,179065,491807040.1
jharkhand,2020,2,East Singhbhum,177366,224181846.9
jharkhand,2020,2,Hazaribag,167921,304903293.3
jharkhand,2020,2,Koderma,164760,340928295.7
jharkhand,2020,1,ranchi,5132983,10593904951
jharkhand,2020,1,dhanbad,2193642,2650637206
jharkhand,2020,1,east singhbhum,1934537,3099559621
jharkhand,2020,1,bokaro,1819760,2254545205
jharkhand,2020,1,hazaribagh,1199387,2376853317
jharkhand,2020,1,giridih,724320,1422925290
jharkhand,2020,1,palamu,715476,2015033115
jharkhand,2020,1,ramgarh,695324,1086274775
jharkhand,2020,1,saraikela kharsawan,595845,742590781.7
jharkhand,2020,1,deoghar,434837,757609415.2
jharkhand,2020,1,Ranchi,2341295,6496638164
jharkhand,2020,1,Ranchi,984086,1278397920
jharkhand,2020,1,East Singhbhum,537740,1097452900
jharkhand,2020,1,Dhanbad,367722,552239489.7
jharkhand,2020,1,Bokaro,358246,433155077.9
jharkhand,2020,1,Hazaribag,235426,320915067.7
jharkhand,2020,1,Dhanbad,231208,192728913.8
jharkhand,2020,1,Seraikela-kharsawan,200542,242120467.9
jharkhand,2020,1,Ranchi,185121,252873365.9
jharkhand,2020,1,Hazaribag,183634,347222714.5
jharkhand,2022,3,ranchi,39158673,58067147244
jharkhand,2022,3,east singhbhum,19160036,27908242816
jharkhand,2022,3,dhanbad,14284651,20625687080
jharkhand,2022,3,hazaribagh,11491587,17774103981
jharkhand,2022,3,bokaro,11304820,14727741169
jharkhand,2022,3,giridih,7398254,11920111087
jharkhand,2022,3,palamu,6770650,12637980152
jharkhand,2022,3,ramgarh,5408270,7941969760
jharkhand,2022,3,deoghar,4037018,6301182422
jharkhand,2022,3,koderma,3729215,6719612545
jharkhand,2022,3,Ranchi,17317756,27845499632
jharkhand,2022,3,East Singhbhum,10298841,15588082766
jharkhand,2022,3,Ranchi,7054214,8487107967
jharkhand,2022,3,Dhanbad,3592994,5867382962
jharkhand,2022,3,Hazaribag,2514161,2471705472
jharkhand,2022,3,Bokaro,2278431,3079872974
jharkhand,2022,3,Hazaribag,1971015,3140589073
jharkhand,2022,3,Koderma,1527190,2606740159
jharkhand,2022,3,Ranchi,1443424,1793159486
jharkhand,2022,3,Ranchi,1416655,1889638491
jharkhand,2022,4,ranchi,41821467,63819119475
jharkhand,2022,4,east singhbhum,24875930,36996606735
jharkhand,2022,4,dhanbad,18383284,27724792259
jharkhand,2022,4,bokaro,14851022,20173927152
jharkhand,2022,4,hazaribagh,13124400,20746013914
jharkhand,2022,4,giridih,8482602,13630978502
jharkhand,2022,4,palamu,8295151,15143138186
jharkhand,2022,4,ramgarh,6829219,10303594245
jharkhand,2022,4,garhwa,4570205,8930245497
jharkhand,2022,4,deoghar,4399812,6832642718
jharkhand,2022,4,Ranchi,16787757,28821542217
jharkhand,2022,4,East Singhbhum,14677516,23117180249
jharkhand,2022,4,Ranchi,7794568,9503906194
jharkhand,2022,4,Dhanbad,6696711,11091799855
jharkhand,2022,4,Bokaro,2942273,4553917227
jharkhand,2022,4,Hazaribag,2656231,2725286416
jharkhand,2022,4,Bokaro,2592430,3505131453
jharkhand,2022,4,Hazaribag,2588472,4188512283
jharkhand,2022,4,Koderma,1771542,3075064688
jharkhand,2022,4,Chatra,1750451,3096506942
jharkhand,2022,2,ranchi,33436768,52558538613
jharkhand,2022,2,dhanbad,12714016,18944522592
jharkhand,2022,2,bokaro,11696455,15638269878
jharkhand,2022,2,hazaribagh,11022611,19190223095
jharkhand,2022,2,east singhbhum,10983841,16073962067
jharkhand,2022,2,giridih,9232036,16356999529
